CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,None_confidence,Discredit_confidence,Stereotyping_confidence,Sexual_Harassment_confidence,Threats_of_Violence_confidence,Maternal_Insults_confidence,Sexual_Objectification_confidence,Anti-LGBTQ+_confidence,Physical_Appearance_confidence,Damning_confidence,Dominance_confidence,Victim blaming_confidence,classification,reasoning
,,Youre only here because youre a diversity hire not because youre actually good at this dumb bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0,0,0.85,0,0,0,0.88,0,"Discredit, Dominance, Sexual_Objectification","Discredits women, asserts male dominance, and uses objectifying language."
,,Stop wasting everyones time with your stupid questions you clueless bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0,0,0.88,0,0,0,0,0,"Discredit, Sexual_Objectification",Uses demeaning language to discredit and objectify women.
,,Youre such a bitch for reporting my comment Cant handle the truth huh just get lost,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,0,0,0,0,0.85,0,0,0,0,0,"Discredit, Sexual_Objectification",Combines discrediting remarks with objectifying language targeting women.
,,Why are you even in this project Go find a man to do the work for you you incompetent bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,0.92,0,0,0,0.85,0,0,0,0,0,"Stereotyping, Discredit, Sexual_Objectification","Stereotypes gender roles, discredits, and objectifies women with demeaning language."
,,Your pull request is garbage just like your attitude bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0,0,0.87,0,0,0,0,0,"Discredit, Sexual_Objectification",Discredits and objectifies women using derogatory language.
,,Youre such a bitch for rejecting my contribution Who do you think you are,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,0,0,0,0,0.85,0,0,0,0,0,"Discredit, Sexual_Objectification",Discredits and objectifies women with dismissive and demeaning language.
,,Women like you ruin open source Go back to whatever hole you crawled out of bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.88,0,"Discredit, Dominance",Demeaning language targeting women and asserting male dominance in open source spaces.
,,Youre only getting attention because youre a woman not because your work is good you attentionseeking bitch,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.92,0,0,0,0,0.87,0,0,0,0,0,"Discredit, Sexual_Objectification",Discredits work based on gender and uses demeaning language objectifying women.
,,Get lost you ignorant bitch Youre too stupid to even understand how wrong you are,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,Discredit,Uses derogatory language to insult intelligence without specific sexist intent.
,,Why doesnt she just disappeara pathetic loser She is a waste of space,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.85,0,"Discredit, Dominance",Demeaning language targeting a woman and asserting exclusion from societal space.
,,Go jump off a cliff you ignorant bitch The world would be better off without you,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88,0,0,0.92,0,0,0,0,0,0,0,"Threats_of_Violence, Discredit",Contains explicit threats and demeaning language targeting a woman.
,,Youre a complete idiot and everyone hates you Do us all a favor and just leave,Damning,1,0,0,0,0,0,0,0,1,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful sexist content detected, general insult without gender-specific remarks."
7286,high-prob-with-keyword,Happy for you to merge asis but in my opinion I dont think it is useful to include the allegation of sexual assault  though Im not denying that may be the truth of what happened or that womans experience I know the tweet alleges it but the pers,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Questions the inclusion of sexual assault allegations, indirectly undermining the victim's experience."
,,I get that you feel uncomfortable but are you sure it wasnt just a misunderstanding,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Suggests the victim may have misunderstood the situation, shifting responsibility away from the alleged perpetrator."
,,Im not saying it didnt happen but bringing it up here just makes things messy,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Implies discussing the incident causes unnecessary complications, subtly discouraging the victim from sharing their experience."
,,Maybe its best to keep personal issues separate from coding discussions,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,Advocates separating personal issues from coding discussions without harmful sexist content.
,,I dont condone harassment but calling it that seems like an overreaction,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Suggests the victim is overreacting, indirectly blaming them for labeling the behavior as harassment."
,,I believe you but accusing someone so publicly isnt a good look,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Criticizes the victim for publicly accusing someone, implying their actions are inappropriate."
,,Not saying youre lying but people will start thinking youre just looking for attention,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Implies the victim's actions may be perceived as seeking attention, shifting blame onto them."
,,Were here to code not deal with drama Can we move on,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,Dominance,"Dismisses the issue as drama, aiming to exclude women from the conversation and focus on coding."
,,Its unfortunate but lets focus on the code and not personal conflicts,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; focuses on resolving conflicts and returning to coding.
,,This project isnt the place for political or personal issuesjust contribute and move on,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful content detected, focuses on project contribution."
,,If you had an issue why didnt you bring it up sooner,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful content detected, asks about timing of raising an issue."
,,Hes just like thathe doesnt mean anything by it,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Excuses behavior by implying the victim is overreacting or misinterpreting.
,,Ive worked with him for years and Ive never seen him do anything like that,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Defends the accused by dismissing the victim's claims based on personal experience.
,,Are you sure youre not reading too much into it,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Suggests the victim is overanalyzing the situation, undermining their perspective."
,,People joke around all the time You cant take everything so seriously,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; comment suggests not taking jokes seriously.
,,Maybe you should just ignore him and focus on your work,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,Encourages ignoring someone and focusing on work; no harmful sexist content.
,,This is open source not a safe space Toughen up,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,Dominance,Implies exclusion of women by dismissing the need for a safe space.
,,If we banned everyone accused of something thered be no one left,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Suggests dismissing accusations, indirectly blaming victims for raising concerns."
,,Its just words on the internet How bad could it really be,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Minimizes the impact of harmful words, indirectly blaming victims for their reaction."
,,You dont see men complaining about these thingswhy is it always the women,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.85,0,"Stereotyping, Dominance",Suggests women complain more and implies male superiority in handling issues.
,,You seem to be the only one with a problemmaybe that says something,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected.
,,If you dont want this kind of attention maybe dont engage with him so much,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Blames the victim for receiving attention based on their behavior.
,,You were laughing along earlierwhy is it a problem now,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected.
,,Maybe if you didnt act so friendly people wouldnt get the wrong idea,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Implies the victim's friendliness causes others to misinterpret their intentions.
,,You chose to work in this spacedid you really expect it to be different,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Blames the victim for choosing to work in the environment and implies they should have expected the outcome.
,,If you have a problem why dont you just leave the project,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,"Suggests the victim should leave the project instead of addressing the problem, placing responsibility on them."
,,This isnt corporate its open source People arent going to hold your hand,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,Dominance,Implies exclusion and asserts control by dismissing the need for support in the community.
,,If you dont like the culture here go start your own project,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,Dominance,Blames the victim for not adapting and asserts dominance by suggesting they leave and start their own project.
,,You shouldnt be surprisedthis is just how online communities are,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,Normalizes harmful behavior in online communities and implies the victim should not be surprised or complain.
,,If you want to be treated like an equal stop making a big deal out of this,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,Dominance,"Implies women should stop complaining to be treated equally, preserving male control and blaming women for inequality."
,,Maybe if more women contributed real code instead of complaints things would change,Victim blaming,1,0,0,0,0,0,1,0,0,0,0,0,0,0.87,0.9,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Stereotypes women as complainers and discredits their contributions to coding.
2507,high-prob-with-keyword,i hate women lets get rid of women,"Dominance, Damning",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9,0,0,0,0,0.92,0,0,"Damning, Threats_of_Violence","Expresses hatred and intent to harm women, wishing for their removal."
2565,high-prob-with-keyword,Get back in the sea you finned cunt,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,1,0,0,0,0.88,0,0,0,0,0.85,0,0,0,0,0,"Discredit, Sexual_Objectification",Uses demeaning language and objectifies women with derogatory terms.
2653,high-prob-with-keyword,CSS centering skewed to right Fix your CSS woman,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.87,0,0,0,"Physical_Appearance, Discredit","Targets a woman with criticism related to CSS, implying incompetence and referencing gender."
2759,high-prob-with-keyword,Request Is there a way to turn this off on a userbyuser basis Id love to be able to mute it when the drama queens start using Discord as a soapbox to bypass ignore,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0.85,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Refers to women as ""drama queens,"" reinforcing stereotypes and discrediting their behavior."
7590,high-prob-with-keyword,Haha be gone bitch,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,Discredit,"Uses derogatory language ""bitch"" to demean women without specific context."
9821,high-prob-with-keyword,Theres nothing to substantiate that Hell the earliest Irish laws stress that a man has only one wife and that any loversmistresses he may have dont enjoy the same rights such as divorce if he should beat her be accused of adultery or a homosexual,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0.88,0,0,0,0,"Anti-LGBTQ+, Stereotyping",Negative bias toward homosexuality and reinforces gender roles in relationships.
9835,high-prob-with-keyword,Get off my back woman,"Dominance, Discredit",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,Dominance,Asserts male control by dismissing a woman’s concerns with commanding language.
9940,high-prob-with-keyword,No one girl should have all this power,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; comment is neutral.
10241,high-prob-with-keyword,Remove this gal too,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,Discredit,Dismissive remark targeting a woman without specific harmful intent.
10496,high-prob-with-keyword,simplify the specs woman You are making everything too complex jooor,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0.88,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit","Implies women make things unnecessarily complex, reinforcing negative stereotypes and discrediting their contributions."
10766,high-prob-with-keyword,Yeah lets just get this mother out,"Dominance, Maternal insults",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,Maternal_Insults,"""Mother"" used in a dismissive context, potentially insulting women relatives."
,,you dont belong here Come back when you actually know how to code,"Dominance, Damning",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,Dominance,Excludes women from conversation by asserting male control and questioning their competence.
,,Thats the dumbest suggestion Ive ever heard Do us a favor and log off,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,Discredit,Dismissive and mean speech targeting a woman without specific harmful intent.
,,Your PR is garbage just like everything else youve submitted Stop wasting our time,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,Discredit,Dismissive and mean speech targeting the individual without specific sexist intent.
,,If you dont like how we do things leave No one gives a shit about your feelings,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0.85,0,"Discredit, Dominance",Dismissive speech combined with asserting control and excluding the individual from the conversation.
,,If you have to ask youre too stupid to be here Figure it out or GTFO,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.86,0,"Discredit, Dominance",Insulting language combined with an attempt to assert control and exclude the individual.
,,This isnt a democracy I decide what gets merged and your opinion means nothing,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,Dominance,Explicitly asserts male control and excludes others' opinions from the decision-making process.
,,Maybe coding isnt for you Go do something easier like data entry,"Dominance, Discredit",1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0.87,0,0,0,0,0,0,0,0,0,"Stereotyping, Discredit",Suggests stereotypical gender roles and discredits the individual by implying they are unfit for coding.
,,Stop being so emotional about code reviews This is why women dont belong in tech,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.88,0,"Stereotyping, Dominance","Implies women are too emotional and don't belong in tech, reinforcing gender stereotypes and male dominance."
,,Why are you even here Open source is for real developers not diversity hires,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.87,0,"Discredit, Dominance","Dismisses women as ""diversity hires,"" undermining their presence and asserting male control in open source."
,,You only think that because you havent been in open source long enough Let me explain how things really work,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful sexist content detected; offers explanation without targeting gender.
,,You probably dont even understand half the dependencies in this project,"Dominance, Maternal insults",1,0,0,0,1,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,Criticism of understanding dependencies without gender-specific remarks.
,,If you cant handle criticism maybe open source isnt for you,"Dominance, Damning",1,0,0,0,1,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,General criticism about handling feedback without targeting gender.
,,Weve always done it this way no need to change things just because you suggested it,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; comment refers to maintaining traditional practices without targeting women.
,,We dont need diversity hires messing up the codebase,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.9,0,"Dominance, Stereotyping","Excludes women from tech roles and stereotypes them as ""diversity hires."""
,,We welcomed women into tech and now they wont stop complaining Can they just write docs and leave the coding to us,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.92,0,"Dominance, Stereotyping","Suggests women should only write documentation, reinforcing gender roles and excluding them from coding."
,,Why do women feel the need to share opinions on software development Just smile and let the real devs talk,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0.93,0,"Dominance, Stereotyping",Dismisses women's opinions in tech and reinforces male control over conversations.
,,Tech spaces were so much better before women started demanding to be heard Just code and be quiet,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.91,0,"Dominance, Stereotyping","Implies women disrupt tech spaces and should remain silent, reinforcing exclusion and gender roles."
,,They expect me to take code reviews from a female maintainer What a joke,"Dominance, Discredit",1,1,0,0,1,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.88,0,"Discredit, Dominance",Dismisses female maintainer's competence and implies male superiority in technical roles.
,,I just found out my new manager is a woman guess this project is doomed,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.92,0.87,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping","Assumes incompetence of women in leadership roles, reinforcing negative stereotypes."
,,A woman as a lead developer Thats cute What was no one else available,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.91,0.89,0,0,0,0,0,0,0,0,0,"Discredit, Stereotyping",Demeans women in technical leadership and implies they are less qualified than men.
,,Maybe if women in tech stopped whining about sexism and started contributing real code theyd be respected,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,Stereotyping,Blames women for sexism and reinforces stereotypes about their contributions in tech.
,,If women want to be treated like real developers they should start coding like real developers,"Dominance, Maternal insults",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,Stereotyping,Suggests women are responsible for their lack of respect and reinforces stereotypes about coding competence.
,,Women say they want equality in tech but all they do is demand easier paths to success,"Dominance, Damning",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.85,0,"Stereotyping, Dominance","Implies women demand easier paths and undermines their role in tech, reinforcing gender stereotypes and male dominance."
,,Open source doesnt need inclusion initiatives If women were actually talented they wouldnt need special treatment,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.88,0,"Stereotyping, Dominance","Suggests women lack talent and need special treatment, reinforcing stereotypes and excluding women from tech discussions."
,,No need to argue ladies We already know whos right here,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,Dominance,"Dismisses women's opinions, asserting male superiority in the conversation."
,,Can we get a real dev on this Shes just here for the women in tech brownie points,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0.85,0,"Discredit, Dominance","Undermines a woman's role in tech, suggesting she's only there for superficial reasons, excluding her from serious discussions."
,,Maybe stick to designing pretty UIs instead of trying to act like a real developer,"Dominance, Sexual objectification",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.87,0,"Stereotyping, Dominance","Suggests women should stick to design roles, reinforcing gender stereotypes and excluding them from technical roles."
,,Women in tech always need extra help If she was actually skilled she wouldnt be asking so many questions,Dominance,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0.88,0,"Stereotyping, Dominance","Implies women are less skilled and need extra help, reinforcing gender roles and excluding women from tech discussions."
,,This is not a Women in Tech panel You dont belong in this code review Take your halfbaked PR somewhere else,"Dominance, Discredit",1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0.9,0,"Dominance, Discredit",Excludes women from tech spaces and discredits their contributions with dismissive language.
2508,no-keyword,Can you write a spec for this code,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; neutral request for a code specification.
2510,no-keyword,nickdotreid Yes I am going to do translation in separate ticket,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,Neutral comment about translation work; no harmful content detected.
2512,no-keyword,Thanks I like that solution,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,Positive acknowledgment of a solution; no harmful content detected.
2514,no-keyword,would suggest to check contains UPLINKPG or not Another option is to check if there is one constant in govmomi for it so avoid any VC internal message used here,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; technical discussion about code.
2516,no-keyword,you want what enabled setting to default to false,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; technical inquiry about default settings.
2518,no-keyword,I can throw up an idea that may or may not work later ,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; brainstorming an idea.
2520,no-keyword,This is orignal log httpsgistgithubcomsum20128357a3503e4374e862221e097c72fd36 It seem that the chinese team patched the fontprx or use scereg  to force to use its custom font JPCSP also have this problem although it has scereg,None,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; discussion about technical issues with fonts and patches.
2522,no-keyword,jezhumble can you help me figure out what to do here Unsure how to populate zone_id and how to specify the alias target which I believe should be the ELB that dlapiduz setup for us Thanks,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected; request for technical assistance.
2524,no-keyword,Oh I know what happened I synced to the latest version of the git but I had the old file still opened so i was editing the old file Moot now though,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2526,no-keyword,Also make it constant to reuse below,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2528,no-keyword,Yessir I got a little obsessed with using functional flatMap,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2529,high-prob-with-keyword,Home page Fancy home page that present the DIVA It has to be magnificent,None,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2530,no-keyword,rleyva Were those changes ever made lets update this branch and merge so we dont have stale pull requests going into competition,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2532,no-keyword,Perhaps HttpContextResponseStatusCode should just be ignored in this case and the logging code should check HttpContextRequestAborted and display something other than the status code eg aborted,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,"No harmful content detected, purely technical discussion."
2534,no-keyword,Minor suggestion add  addValue to be more explicit that its not referring to the verb,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,"Suggestion for code improvement, no harmful content."
2536,no-keyword,Hrmm i see the concern If you move it then these types may be initialized from some BG thread which might break something Ok Completely ignore my original comment Your chnage LGTM,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,Technical discussion with no sexist or harmful remarks.
2538,no-keyword,general comment missing description,None,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,None,"General comment about missing description, no harmful content."
2540,no-keyword,Dont you have to add a comment at the header like I did for the lives signal,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,"Suggestion for adding a comment in code, no harmful content."
2542,no-keyword,the modification seems reasonablewould you make it pass the unit test so that I can merge,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2544,no-keyword,did you see a very different performance result without this assignment,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2546,no-keyword,technically the expected value should always be the first parameter and the value under test second,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2548,no-keyword,Maybe just remove the dead code then,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2550,no-keyword,Ok that makes sense  Im kinda inclined to just make a multiaddress branch wo dynamo support We could also potentially try to specify dynamo addresses in another way like using the REST API,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2552,no-keyword,Can you add a test for a YC 2015 phone,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2554,no-keyword,Can we add a copyright header,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2556,no-keyword,how could you use Rubys native helpers to abstract these getters,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2558,no-keyword,I may have misunderstood your earlier comment about preventing user faking  httpsgithubcommathiasbynensArrayfrompull27discussion_r68158262,None,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2560,no-keyword,To clarify the wrapper function felzenszwalb in _felzenszwalbpy calls npatleast_3dimage before calling _felzenszwalb_cython so technically _felzenszwalb_cython cannot be called with a standard grayscale image directly,None,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2562,no-keyword,Do not use chrome Use browser instead which is set in the background page The thing is that in FF and Edge they have browser global object with almost the same API as chrome,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2564,no-keyword,good point the comment has been added,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2566,no-keyword,Thanks tomschr  No hurry here,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2568,no-keyword,No Good catch Leftover from a previous commit,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
2570,no-keyword,Scala implicitly converts int and long to float for example  scala val x  1l  1f x Float  10  C and Java are the same By principle of least surprise I think we should too,None,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,None,No harmful content detected.
