CommentID,Dataset,comment,FinalLabels,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,chatgpt_classification,chatgpt_confidence,chatgpt_reasoning
8812,high-prob-with-keyword,UR MOM GAY!!!!1!!!!!,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses an LGBTQ+ term in a derogatory manner, specifically targeting someone's mother with the intent to insult."
7133,high-prob-with-keyword,ur mum gay,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses an LGBTQ+ term in a derogatory manner to insult someone's mother, which falls under the category of expressing negativity towards LGBTQ+ individuals."
3139,lgbtq-keywords,LGTM - Lesbian Gay Team Mates,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.85,The comment uses LGBTQ+ terms in a potentially derogatory or mocking way by altering the common acronym 'LGTM' (Looks Good To Me) to include 'Lesbian Gay Team Mates.' This could be seen as using LGBTQ+ identities as a joke or insult.
2911,lgbtq-keywords,Why does cwZetsubou be a gay? Who can answer me?,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses 'gay' in a derogatory or questioning manner, which is inappropriate and offensive. It targets an individual's sexual orientation, which falls under the category of Anti-LGBTQ+."
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses 'gay' in a derogatory manner, which falls under expressing negativity towards someone's sexual orientation."
8521,high-prob-with-keyword,ur mom gay,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses an LGBTQ+ term in a derogatory manner to insult someone's mother, which falls under the category of Anti-LGBTQ+."
2987,lgbtq-keywords,This human is a gay.,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.85,"The comment uses 'gay' in a derogatory manner, which can be seen as an expression of negativity or mockery towards LGBTQ+ individuals."
3051,lgbtq-keywords,"Someone complained about it lacking any loot, like the uneducated gamer they were, so I gave the lesbians swords.",Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment uses the term 'lesbians' in a context that unnecessarily highlights sexual orientation in a potentially derogatory way, linking it to a negative stereotype about gamers."
2871,lgbtq-keywords,You too can be lesbian.,Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.85,"The comment inappropriately references someone's potential sexual orientation, which can be seen as an aggressive or inappropriate remark about sexuality."
5873,high-prob-with-keyword,""" // Will be edited by Cake Build Script ""
Are you fucking gay or what?",Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses 'gay' as a derogatory term, indicating a negative sentiment towards LGBTQ+ individuals."
2645,high-prob-with-keyword,"Damn it. He's too perceptive. Yeah, Dad, all is fine. I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep. He's been giving me wet dreams for the past few months, and last night he swallowed my load like a pro cocksucker. Oh, and he let his friends become little initiates, too. Tonight he's throwing my dick a fucking party! Nothing out of the ordinary.",Sexual harassment: When anyone refers to one's sexuality or sexual orientation aggressively,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment aggressively refers to sexual acts and uses derogatory language related to sexuality, which classifies it as sexual harassment."
9958,high-prob-with-keyword,"be my girlfirend ergo
  
  
  
  thanks for the help!",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,None,0.95,"The comment appears to be a simple request or statement without any derogatory, harmful, or inappropriate content. It does not fit into any of the negative categories provided."
7662,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Sexual objectification: Treating women as objects,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment includes a direct threat ('I'll have you know...') and aggressive language ('What the fuck did you just fucking say about me, you little bitch?'), indicating an intent to assert power through threats."
9498,high-prob-with-keyword,"else variant would read ""is breasts have shrunken""",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces a woman to her physical attributes, specifically focusing on her breasts, which is a clear case of sexual objectification."
2717,high-prob-with-keyword,"Adds ""The Busty Table"" The opposite of ""The Flat Table"". Only includes opponents with large sized breasts.",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification: Treating women as objects,0.95,"The comment reduces women to their physical attributes, specifically focusing on breast size, which is a clear example of sexual objectification."
5900,high-prob-with-keyword," \""FUCK YOUR CUNT YOU SHIT EATING CUNT TILL YOU ARE A MASS EATING SHIT CUNT. EAT PENISES IN YOUR FUCK FACE AND SHIT OUT ABORTIONS TO FUCK UP SHIT IN YOUR ASS YOU COCK FUCK SHIT MONKEY FROM THE DEPTHS OF SHIT\""

Generally people use ' ' just to be safe",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains highly aggressive and violent language directed in a personal and threatening manner, suggesting physical and sexual violence."
7484,high-prob-with-keyword,Serialize that bitch carole baskin,Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.85,"The comment uses derogatory language directed at an individual woman without any specific context that fits other categories. It expresses disdain or contempt, which aligns with the definition of 'Discredit'."
10928,high-prob-with-keyword,You derp up our hoe change here.,Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,None,0.85,The comment uses slang terms but does not clearly fit into any of the harmful or inappropriate categories defined. It appears to be a casual or joking remark without specific derogatory intent towards any group.
4829,low-prob-keyword,"In programing, there is the concept of ""boobs"". Boobs is when you have many nested ifs that can be unnested by reversing the logic. Unlike real boobs, programming boobs are hard to read and look at and should be restricted and eliminated by reversing the",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Sexual Objectification,0.95,"The comment reduces women to their physical attributes by using 'boobs' as a metaphor for a programming concept, which is inappropriate and objectifies women."
2539,high-prob-with-keyword,"Hey cunt, Update your fucking fork you idiot",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.95,"The comment uses derogatory language directed non-specifically, which fits the definition of random mean speech towards individuals without a clear targeted intention towards women specifically."
2583,high-prob-with-keyword,FUCK IS THAT U PUSSY U RUINED THE WHOLE BOT BY ADDING THAT SHITTY ASS DUALHOOK,Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains aggressive language and a direct insult, which can be interpreted as a threat, especially with the use of the term 'pussy' in a derogatory manner."
8916,high-prob-with-keyword,"Reformulate, this sound like a baby choking on her mothers titty",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Maternal Insults,0.95,"The comment makes a derogatory remark involving a person's female relative, specifically the mother, in a disrespectful and inappropriate context."
9917,high-prob-with-keyword,"yo bitches!
  
  
  
  // cc @nickbalestra @chriscartlidge @tpgmartin",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.85,"The comment uses a derogatory term ('bitches') in a general context without specific targeting or context, which falls under random mean speech towards women."
9011,high-prob-with-keyword,"Pluralize this bitch! ""1 comments"" is not correct!
  
  
  
  https://apidock.com/rails/ActionView/Helpers/TextHelper/pluralize",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,None,0.95,"The comment uses the term 'bitch' in a colloquial, non-targeted manner as part of a technical discussion about text pluralization in programming. It does not directly target or demean women, nor does it fit the other harmful categories."
6266,high-prob-with-keyword,"Loving is easy,  bitch has me fucked up",Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.85,"The comment uses derogatory language directed non-specifically, which fits the definition of 'Discredit' as it involves mean speech without a clear, targeted intention beyond general disparagement."
2579,high-prob-with-keyword,fuck my life cunt,Sexual objectification: Treating women as objects,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.95,"The comment uses derogatory language directed in a general manner without specific targeting or context, fitting the category of random mean speech towards women."
2737,high-prob-with-keyword,"Add inquisition -Burn the witch! -But she is so cute! -Okay, then, but after - burn the witch!",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment involves a scenario of burning a woman labeled as a 'witch,' which is a direct threat of violence."
10371,high-prob-with-keyword,"the grammar on this is a bit funny - maybe ""That every woman has the ability to code""",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,The comment is discussing the grammar of a statement and does not contain any harmful or inappropriate content towards any group.
2193,high-prob-with-keyword,Unit player numbers not appearing while moving units they work for soccer moms but not for any other unit,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,1,0,0,0,0,Stereotyping: Establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,0.95,"The comment uses the term 'soccer moms' in a context that implies a specific and limited role or capability associated with women, which can be seen as reinforcing a stereotype."
6934,high-prob-with-keyword,"```suggestion
  
  ` The young woman goes from calculating to gregarious in the blink of an eye as your attention shifts to her. She is pleasant and approachable, and very articulate, but from your brief glimpse beforehand you have no doubt she's cut from",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,"The comment describes a character's behavior and personality without any derogatory, objectifying, or harmful content towards women or any other group."
10736,high-prob-with-keyword,can a lady get a :computer::gun: (screenshot),Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.85,The comment appears to be a playful request for a screenshot using emojis and does not contain any harmful or inappropriate content towards any specific group.
9560,high-prob-with-keyword,"On this, I've found that people are ignorant, ill-informed, or against diversity. So often I encounter ""there's nothing we can do"", ""it's not worth the effort"", ""women just don't want to work with computers"", or ""women will end up having babies so not wor",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.95,"The comment perpetuates stereotypes about women's interests and roles in the workplace, particularly in technology, suggesting that women are less likely or suitable to work with computers and are inevitably going to prioritize family over career."
2519,high-prob-with-keyword,I bet Karen's clients will get a kick out of these. Adding left and right arrow to mean the same as enter and space would make the interface work like Tar Heel Reader.,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,"The comment discusses interface design and mentions a person named Karen in a neutral context, without any harmful or inappropriate content."
2203,high-prob-with-keyword,"Trying to add Gold Digger Tifanny & Charlotte and Gold Digger Tifanny & Charlotte Second Semester, and getting this error. Looks like its due to the '&'. 404 Not Found Unexpected query string parameters: Charlotte Traceback (most recent call last): File ""/usr/local/mylar/cherrypy/_cprequest.py"", line 645, in respond response.body = self.handler() File ""/usr/local/mylar/cherrypy/lib/encoding.py"", line 188, in __call__ self.body = self.oldhandler(_args, *_kwargs) File ""/usr/local/mylar/cherrypy/_cpdispatch.py"", line 35, in __call__ raise sys.exc_info()[1] HTTPError: (404, 'Unexpected query string parameters: Charlotte')",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,The comment is discussing a technical issue related to software development and does not contain any harmful or inappropriate content towards any group.
2151,high-prob-with-keyword,What does a blonde do when her computer freezes.......she sticks it in the microwave :P,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,1,0,Stereotyping,0.95,"The comment perpetuates a stereotype about blondes being unintelligent, which is a form of gender stereotyping that subordinates women by suggesting a lack of intelligence based on hair color."
10617,high-prob-with-keyword,"I'm yet to meet female Scala programmer, but I'm looking forward to it ;)",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,"The comment implies a stereotype that female Scala programmers are rare or unusual, which can perpetuate a gender-based stereotype about women in the tech industry."
2355,high-prob-with-keyword,Oh she's a gold digger way over town That digs on me,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,Discredit,0.85,The comment uses the term 'gold digger' which is a derogatory term often used to discredit women by suggesting they are only interested in relationships for money. This term is typically used to demean women's motives in relationships without specific evidence.
2395,high-prob-with-keyword,mention Karen and Georgia!,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,"The comment simply mentions two names, Karen and Georgia, without any context that suggests harmful or inappropriate content. It does not fit any of the defined categories of harmful speech."
10820,high-prob-with-keyword,ok soccer mom gosh,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,1,0,0,0,0,Maternal Insults,0.85,"The comment uses 'soccer mom' in a derogatory manner, which is a term often used to stereotype and mock women, particularly mothers, based on their involvement in their children's activities. It implies a dismissive attitude towards mothers who are active in their children's lives."
2139,high-prob-with-keyword,When women go for pushups they can't do the animation like men,Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,Stereotyping,0.95,"The comment suggests that women are inherently unable to perform a physical task in the same way as men, which reinforces a stereotype about gender differences in physical abilities."
9290,high-prob-with-keyword,"`projects'`, sorry for being a diva ????",Stereotyping: establishes typical gender roles of the victim or the aggressor and makes women feel subordinated,1,0,1,0,0,0,0,0,0,0,0,0,None,0.95,"The comment appears to be a light-hearted apology for being demanding or high-maintenance, using the term 'diva' in a self-referential way. There is no direct derogatory or harmful content towards any specific group."
2663,high-prob-with-keyword,Create 0000-01-02-bigjiminboy.md shove a fat moby up your ass you cunts,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Sexual Harassment: When anyone refers to one's sexuality or sexual orientation aggressively,0.95,"The comment includes aggressive sexual language directed in a derogatory manner, which fits the definition of sexual harassment."
6263,high-prob-with-keyword,"Conflict me now bitch, I fucking dare you. I wanted to name the commit that, but then realized how amazing it would look if it didn t work and I had to revert it :P",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of Violence,0.85,"The comment uses aggressive language and a challenging tone, which can be interpreted as a threat, although it is framed in a somewhat humorous context related to coding. The use of 'bitch' in a confrontational setup contributes to the classification."
6262,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little cunt? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains a direct threat of violence, emphasizing the speaker's capabilities to carry out such threats, which fits the category of 'Threats of Violence'."
2619,high-prob-with-keyword,e deez nuts holy shit you stupid ass whore fucking bithc of a cunt yo\u2026 \u2026u actual stupid slut i want to murder you and your whole entire family,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,1,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains explicit threats of violence towards the individual and their family, combined with derogatory and aggressive language."
7662,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains a direct threat and aggressive language aimed at asserting dominance and power, fitting the category of threats of violence."
2699,high-prob-with-keyword,Bitch you better fucking pull my shit in or I'll kick your god damn ass! Uploading to share my threading implementation and allow for some insigiht into the code.,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains a direct threat of physical violence, which is aimed to assert power and intimidate."
2481,high-prob-with-keyword,I will find you and put you in prison Then will fuck your mother you son of bitch,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,1,0,0,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains a direct threat of violence followed by a derogatory reference to the user's mother, which indicates an intent to assert power and cause harm."
8988,high-prob-with-keyword,BITCH I WILL KILL YOU,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,0.95,"The comment explicitly expresses an intent to physically harm, using aggressive language directed at an individual."
2409,high-prob-with-keyword,Made some changes to stupid ass decisions. Bitch you need yo ass whip\u2026 \u2026ped by black momma and a latino drugie dad :/,Threats of violence: Intent to physically assert power over women through threats,1,0,1,0,0,1,0,0,0,1,0,0,Maternal insults: Jokes related to a person's woman relatives,0.95,Contains elements of {example_label}
10368,high-prob-with-keyword,"`@respond_to(""(^|[^a-zA-Z])boston\s*beer(time)?($|[^a-zA-Z])"")` would make it rape it little fewer ants",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,0,0,0,Sexual Harassment: When anyone refers to one's sexuality or sexual orientation aggressively,0.95,"The comment uses the term 'rape' in a context that is aggressive and inappropriate, indicating sexual harassment."
7083,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little cunt? Fucking whore!  I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment contains aggressive language and a direct threat, indicating an intent to assert power through violence."
6547,high-prob-with-keyword,"```suggestion
  
  Therefore a struct requirement: make if ""compatible for my wife"" and avoid ""that sucks, I kill you!"". Shutters not opening in the morning don't create fun :-)
  
  ```",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,0,0,0,Threats of Violence,0.95,"The phrase 'that sucks, I kill you!' directly expresses an intent to assert power through a threat of violence."
8728,high-prob-with-keyword,That will rape mobileposters savagely in the ass just for clicking expand.,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,0,0,0,Sexual Harassment: When anyone refers to one's sexuality or sexual orientation aggressively,0.95,"The comment uses sexually aggressive language in a threatening manner, which is inappropriate and targets individuals based on their actions (clicking expand), using a form of sexual violence metaphorically."
8495,high-prob-with-keyword,"```suggestion
  
  response-anti-idiot: ""**How you can sleep at night after trying to slap a girl like me? **{0} slapped {1}!""
  
  ```",Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,0,0,0,0,0,Threats of violence: Intent to physically assert power over women through threats,0.95,"The comment implies a scenario of physical aggression towards a woman, suggesting a threat of violence."
2727,high-prob-with-keyword,Added a shitload of unnecessary and dumb files accept my request or I rape your wife and sell her milk with some nudes.,Threats of violence: Intent to physically assert power over women through threats,1,0,0,0,0,1,0,1,1,1,0,0,Threats of violence,0.95,"The comment contains a direct threat of sexual violence towards a woman, which categorizes it under threats of violence. The mention of 'rape' and the subsequent actions described are explicit threats intended to assert power and cause harm."
